Date,Activity ID,Type,Distance (km),Duration,Average Speed (km/h),Calories Burned,Climb (m),Average Heart rate (tpm),Quality
2021-10-25,d4318acd-afe0-4d6a-8ef1-db7b185717b9,Walking,23.46,882,1.68,535,57,64,13.31
2021-12-04,b04b41df-33a7-41e7-864b-c6e2a994a87a,Cycling,23.87,1309,1.14,1148,396,62,307.06
2021-08-13,bf1daa9e-f2d6-48cb-b25f-1795cbd552cd,Running,29.44,1045,1.73,1296,52,69,33.24
2020-12-12,05162c13-8878-410e-8d31-ba78703ea915,Walking,11.86,1905,0.38,612,158,88,68.59
2020-11-01,4cb46309-303d-40f8-aafc-ae4a985792e4,Cycling,27.51,288,6.88,1399,318,113,31.48
2022-01-13,87cd6f8d-266c-40a2-a624-c101b1269bc4,Cycling,29.15,1800,0.97,1438,42,83,43.73
2021-04-29,9c4a6810-2ebc-498e-ae7c-42d5470e24e0,Walking,7.84,1814,0.26,850,476,149,163.76
2020-12-01,2bddc5c5-0236-4597-bb4c-29d53bc62034,Walking,26.97,3013,0.54,592,374,142,155.75
2021-10-06,df1c5031-5fc8-4e04-96d9-ee46c68ace99,Walking,17.88,2808,0.39,1078,214,103,205.37
2020-08-29,4b307ab2-0b7d-4ad8-b389-35e34b6d0b0d,Cycling,6.96,2528,0.17,602,73,102,35.28
2021-06-25,525c0713-437c-4320-a755-dccf2353cb6b,Walking,4.22,1478,0.18,1367,491,63,499.55
2020-11-08,ef70d47e-9420-4589-89fc-66a95cef534a,Running,22.32,902,1.49,1480,250,143,77.52
2022-05-12,eccc7833-63ea-4e8d-9508-6b7675110747,Walking,9.72,457,1.39,640,456,107,38.15
2022-08-25,481f1d04-9073-4044-918d-b7b44c6dcf7a,Walking,6.21,889,0.44,660,384,121,59.12
2021-11-23,7ee749cf-62cb-4904-9909-5691dedf2acc,Walking,29.6,2999,0.6,600,87,70,73.58
2021-11-10,ebac75d2-c47a-44b6-923a-3c2d6bbaad18,Cycling,17.62,2886,0.37,1272,391,68,696.61
2022-01-27,ce5fd216-8eca-43e5-86ed-da3f04080530,Walking,21.09,1737,0.75,1174,429,133,212.97
2022-03-08,b5784586-e8c8-4ca6-9be7-d2aa02ef10a6,Walking,6.95,991,0.43,1084,454,134,118.72
2020-08-18,dca9ba4b-8885-413c-817b-fa2e5847e57d,Walking,20.48,1577,0.79,631,1,140,0.23
2020-12-26,42c8ff23-98e4-4618-99ab-c97e904a9bdb,Running,14.94,913,1.0,1120,192,95,67.64
2021-08-16,5586e89a-0349-4780-990e-b7742f374675,Running,5.73,2748,0.13,1380,67,100,81.51
2020-10-12,21dc4267-09f9-48b4-8a8d-86236d896c28,Running,12.95,3001,0.26,547,363,84,235.47
2021-02-21,b904ab49-db9c-4eb9-be3e-f0ec9dc00d42,Walking,16.03,1166,0.84,1254,154,139,53.03
2022-03-20,b6177db9-c382-44bb-bfb8-796b26340bfd,Running,6.72,1538,0.27,1215,42,139,18.27
2020-12-10,58e81f65-6bd7-4d7b-af13-10f7647e5cb1,Walking,22.5,2769,0.49,547,350,63,279.08
2021-09-06,96d2f6af-5699-4368-9bc1-c840cbe3334c,Walking,19.3,792,1.48,566,71,114,9.19
2021-09-29,b2d936fd-21dd-4a3c-953e-23d9612f6188,Cycling,4.88,2088,0.14,1457,406,130,317.22
2021-12-12,f7bb8d97-8c84-446f-807d-2035d48a5b64,Running,26.29,727,2.19,995,106,102,24.83
2021-07-09,ed9125ee-1b71-4bf6-885a-dda772ede9f6,Cycling,13.89,551,1.54,566,406,92,45.06
2021-11-20,be5a6af3-a007-48f2-815a-533cf4740b56,Walking,21.03,1478,0.88,937,421,125,150.83
2021-08-11,c8e76752-a995-4588-b28a-8fe7e674cc45,Cycling,6.07,906,0.4,1089,455,112,134.27
2021-11-15,a89a6eeb-4a79-45c7-934d-8419ba76b464,Cycling,21.37,702,1.94,1250,282,140,55.47
